Month,usg_apt,fg_apt,carrier,type,Scheduled
3,SFO,CDG,UA,Passengers,11702
3,JFK,GIG,AA,Passengers,11693
3,FLL,SDQ,NK,Passengers,11684
3,DTW,YUL,G7,Passengers,11668
3,ATL,SDQ,DL,Passengers,11647
3,ATL,UIO,DL,Passengers,11642
3,BOS,LHR,VS,Passengers,11642
3,ORD,PUJ,UA,Passengers,11616
3,SFO,CAN,CZ,Passengers,11543
3,ATL,DUS,DL,Passengers,11535
3,SEA,ICN,OZ,Passengers,11530
3,JFK,PAP,B6,Passengers,11523
3,DTW,YYZ,G7,Passengers,11496
3,ATL,BZE,DL,Passengers,11469
3,DFW,PEK,AA,Passengers,11464
3,LAX,SJO,DL,Passengers,11457
3,JFK,EZE,AR,Passengers,11437
3,GUM,KIX,7C,Passengers,11431
3,SEA,YYJ,QX,Passengers,11422
3,JFK,MAN,VS,Passengers,11415
3,LAS,LGW,DI,Passengers,11415
3,JFK,FCO,DL,Passengers,11410
3,BWI,LHR,BA,Passengers,11388
3,DEN,NRT,UA,Passengers,11382
3,LAX,GUA,DL,Passengers,11353
3,JFK,FRA,DL,Passengers,11344
3,ORD,MBJ,UA,Passengers,11331
3,ATL,MUC,DL,Passengers,11315
3,IAH,CDG,AF,Passengers,11313
3,ORD,LGW,DI,Passengers,11312
3,MCO,LGW,DI,Passengers,11293
3,SAN,NRT,JL,Passengers,11290
3,IAH,SCL,UA,Passengers,11288
3,JFK,MAD,DY,Passengers,11278
3,SEA,PVG,DL,Passengers,11272
3,EWR,YUL,KV,Passengers,11259
3,IAH,LIM,UA,Passengers,11247
3,EWR,VIE,OS,Passengers,11244
3,IAH,AKL,NZ,Passengers,11235
3,ATL,SCL,DL,Passengers,11223
3,IAH,GRU,UA,Passengers,11195
3,ORD,HND,NH,Passengers,11190
3,ATL,PLS,DL,Passengers,11177
3,EWR,LIS,UA,Passengers,11166
3,BWI,PUJ,WN,Passengers,11161
3,SFO,KIX,UA,Passengers,11155
3,ATL,FRA,DL,Passengers,11153
3,JFK,MBJ,DL,Passengers,11144
3,ATL,STR,DL,Passengers,11131
3,HNL,SYD,HA,Passengers,11128
3,MSP,LHR,DL,Passengers,11058
3,JFK,MAD,AA,Passengers,11057
3,DFW,GDL,AA,Passengers,11057
3,JFK,BRU,DL,Passengers,11039
3,ORD,CDG,UA,Passengers,11031
3,BOS,ISL,TK,Passengers,11017
3,ATL,LHR,BA,Passengers,10999
3,HNL,KIX,TR,Passengers,10998
3,SFO,YUL,AC,Passengers,10997
3,ORD,AMS,UA,Passengers,10960
3,IAH,YYC,WS,Passengers,10953
3,FLL,CDG,DY,Passengers,10939
3,DEN,SJD,WN,Passengers,10926
3,JFK,MEX,DL,Passengers,10918
3,TPA,HAV,WN,Passengers,10917
3,EWR,ZRH,LX,Passengers,10909
3,LAX,KIX,JL,Passengers,10902
3,IAD,LHR,VS,Passengers,10893
3,IAH,GIG,UA,Passengers,10886
3,EWR,MXP,UA,Passengers,10872
3,ORD,SJD,UA,Passengers,10869
3,SLC,CDG,DL,Passengers,10858
3,BOS,ZRH,LX,Passengers,10844
3,DFW,MEX,4O,Passengers,10844
3,ATL,SJD,DL,Passengers,10826
3,DFW,YYZ,KV,Passengers,10815
3,IAH,SYD,UA,Passengers,10810
3,EWR,ZRH,UA,Passengers,10808
3,MIA,ANU,AA,Passengers,10804
3,HNL,PVG,MU,Passengers,10801
3,TPA,YYZ,WS,Passengers,10801
3,ATL,FCO,DL,Passengers,10789
3,IAD,ZRH,UA,Passengers,10779
3,MSP,PVR,DL,Passengers,10777
3,PDX,NRT,DL,Passengers,10766
3,DFW,NRT,JL,Passengers,10763
3,SRQ,YYZ,RV,Passengers,10759
3,MDW,YTZ,PD,Passengers,10754
3,ATL,UVF,DL,Passengers,10739
3,SJC,LHR,BA,Passengers,10733
3,DTW,FRA,DL,Passengers,10692
3,MCO,SDQ,B6,Passengers,10687
3,BOS,LIS,TP,Passengers,10673
3,SFO,SJD,UA,Passengers,10659
3,EWR,OSL,SK,Passengers,10638
3,BOS,NRT,JL,Passengers,10636
3,JFK,NRT,NH,Passengers,10625
3,HOU,LIR,WN,Passengers,10603
3,ATL,MTY,DL,Passengers,10602
3,ATL,PVR,DL,Passengers,10592
3,LAX,SYD,UA,Passengers,10554
3,IAD,YOW,YV,Passengers,10550
3,SFO,ICN,UA,Passengers,10536
3,JFK,KBP,PS,Passengers,10533
3,ATL,CZM,DL,Passengers,10526
3,IAD,PEK,UA,Passengers,10518
3,SLC,CUN,DL,Passengers,10509
3,LAX,DUB,EI,Passengers,10483
3,BOS,CUN,B6,Passengers,10482
3,SEA,YLW,QX,Passengers,10467
3,BOS,PUJ,B6,Passengers,10463
3,HNL,SYD,QF,Passengers,10454
3,MCO,CUN,DL,Passengers,10443
3,IAD,GRU,UA,Passengers,10435
3,DFW,GUA,AA,Passengers,10434
3,LAX,MEL,VA,Passengers,10403
3,EWR,LIS,TP,Passengers,10403
3,SEA,KEF,FI,Passengers,10371
3,SEA,PVR,AS,Passengers,10367
3,JFK,CDG,AA,Passengers,10349
3,ORD,ARN,SK,Passengers,10343
3,MCO,MEX,AM,Passengers,10331
3,JFK,HND,NH,Passengers,10331
3,SEA,YYJ,CP,Passengers,10327
3,MIA,MVD,AA,Passengers,10318
3,PHX,YVR,WS,Passengers,10312
3,ORD,PUJ,F9,Passengers,10298
3,EWR,MAD,UA,Passengers,10297
3,IAH,MUC,UA,Passengers,10271
3,ATL,BOG,DL,Passengers,10252
3,JFK,TPE,CI,Passengers,10220
3,EWR,PLS,UA,Passengers,10204
3,ORD,ICN,OZ,Passengers,10200
3,SEA,ICN,KE,Passengers,10193
3,HOU,SJO,WN,Passengers,10178
3,KOA,YVR,WS,Passengers,10177
3,PHX,CUN,AA,Passengers,10174
3,IAH,GDL,YV,Passengers,10163
3,SEA,PEK,DL,Passengers,10117
3,DEN,SJD,UA,Passengers,10107
3,LAX,PVR,AS,Passengers,10049
3,MCO,YYC,WS,Passengers,10049
3,EWR,LIR,UA,Passengers,10035
3,EWR,YYZ,EV,Passengers,10031
3,PHL,YYZ,PT,Passengers,10017
3,PSP,YEG,WS,Passengers,9988
3,FAT,GDL,Y4,Passengers,9987
3,HNL,MNL,PR,Passengers,9983
3,HNL,ICN,HA,Passengers,9978
3,ORD,CPH,SK,Passengers,9977
3,EWR,STI,UA,Passengers,9964
3,LAX,SCL,LA,Passengers,9958
3,LAX,SAL,LR,Passengers,9954
3,DEN,CUN,WN,Passengers,9952
3,MDW,PUJ,WN,Passengers,9943
3,SFO,PVR,AS,Passengers,9394
3,DFW,BZE,AA,Passengers,9921
3,LAX,LIM,LA,Passengers,9912
3,PHL,MAN,AA,Passengers,9877
3,ORD,YYZ,MQ,Passengers,9861
3,MIA,MXP,AA,Passengers,9857
3,FLL,SJO,WN,Passengers,9856
3,JFK,OSL,DY,Passengers,9821
3,HOU,SJD,WN,Passengers,9815
3,EWR,LHR,VS,Passengers,9808
3,ORD,AMS,KL,Passengers,9806
3,SFO,PVR,UA,Passengers,9797
3,BOS,LHR,DL,Passengers,9792
3,EWR,POP,UA,Passengers,9783
3,LAX,SIN,SQ,Passengers,9767
3,CVG,CDG,DL,Passengers,9759
3,SAN,SJD,AS,Passengers,9745
3,LAX,MEX,Y4,Passengers,9727
3,DFW,LHR,BA,Passengers,9701
3,MIA,SVO,SU,Passengers,9697
3,ORD,MEX,Y4,Passengers,9696
3,IAD,KEF,FI,Passengers,9671
3,MIA,BLA,9V,Passengers,9665
3,MDW,MBJ,WN,Passengers,9653
3,LAS,ICN,KE,Passengers,9621
3,MSP,YYZ,KV,Passengers,9618
3,MCO,DXB,EK,Passengers,9612
3,IAH,PUJ,UA,Passengers,9610
3,SPN,PVG,3U,Passengers,9585
3,BOS,CUN,DL,Passengers,9570
3,ATL,MAD,DL,Passengers,9560
3,EWR,EDI,UA,Passengers,9539
3,SJC,YVR,QK,Passengers,9537
3,ATL,MAN,VS,Passengers,9525
3,ORD,TPE,BR,Passengers,9524
3,FLL,MDE,NK,Passengers,9521
3,MSP,MBJ,SY,Passengers,9518
3,FLL,GYE,NK,Passengers,9482
3,JFK,SXM,DL,Passengers,9466
3,DEN,PVR,WN,Passengers,9458
3,ATL,ISL,TK,Passengers,9430
3,DFW,CZM,AA,Passengers,9421
3,DFW,SJO,AA,Passengers,9418
3,EWR,PEK,CA,Passengers,9405
3,IAD,DUB,EI,Passengers,9396
3,IAH,MEX,5D,Passengers,9382
3,ATL,SXM,DL,Passengers,9378
3,ORD,KEF,FI,Passengers,9370
3,SEA,NRT,NH,Passengers,9370
3,JFK,GEO,BW,Passengers,9358
3,BWI,AUA,WN,Passengers,9335
3,DEN,CUN,F9,Passengers,9052
3,IAD,AMS,UA,Passengers,9283
3,JFK,UVF,B6,Passengers,9278
3,IAH,RTB,UA,Passengers,9276
3,LAX,ARN,SK,Passengers,9275
3,MIA,MEX,4O,Passengers,9271
3,DFW,LIM,AA,Passengers,9238
3,GUM,PUS,LJ,Passengers,9225
3,MIA,SXM,AA,Passengers,9219
3,MIA,BSB,AA,Passengers,9196
3,SLC,YYZ,DL,Passengers,9194
3,JFK,MXP,AA,Passengers,9181
3,SMF,GDL,Y4,Passengers,9169
3,MSP,SJD,DL,Passengers,9163
3,LAS,MEX,AM,Passengers,9161
3,EWR,DUS,EW,Passengers,9136
3,LIH,YVR,WS,Passengers,9134
3,SEA,PEK,HU,Passengers,9100
3,DEN,YYZ,AC,Passengers,9085
3,FLL,BOG,NK,Passengers,9060
3,LAX,GRU,AA,Passengers,9040
3,ORD,GDL,AM,Passengers,9032
3,SMF,GDL,AM,Passengers,9031
3,SJC,GDL,AS,Passengers,9027
3,EWR,MAN,UA,Passengers,9025
3,LAX,SJD,AA,Passengers,9015
3,PHX,YVR,AA,Passengers,9012
3,JFK,MAD,DL,Passengers,8984
3,JFK,MNL,PR,Passengers,8963
3,PBI,YYZ,AC,Passengers,8961
3,IAH,SAP,UA,Passengers,8955
3,ONT,GDL,Y4,Passengers,8954
3,TPA,FRA,LH,Passengers,8954
3,DTW,SJD,DL,Passengers,8938
3,MIA,YUL,AA,Passengers,8937
3,HNL,FUK,DL,Passengers,8920
3,LAX,PVR,DL,Passengers,8909
3,MIA,STI,AA,Passengers,8877
3,ORD,YVR,AA,Passengers,8867
3,PHL,AMS,AA,Passengers,8843
3,LAX,LTO,AS,Passengers,8818
3,BOS,YYZ,WS,Passengers,8763
3,JFK,PLS,B6,Passengers,8737
3,JFK,PTP,D8,Passengers,8715
3,LAX,GDL,AS,Passengers,8714
3,JFK,AUA,DL,Passengers,8704
3,ATL,SAL,DL,Passengers,8703
3,ATL,CUN,WN,Passengers,8698
3,JFK,MAN,MT,Passengers,8685
3,MSP,AMS,KL,Passengers,8672
3,FLL,UIO,B6,Passengers,8670
3,MIA,NAS,AA,Passengers,8661
3,DFW,LIR,AA,Passengers,8650
3,IAH,YEG,UA,Passengers,8639
3,JFK,VIE,OS,Passengers,8635
3,SFO,SJD,AS,Passengers,8196
3,JFK,SXM,B6,Passengers,8620
3,ATL,PTY,DL,Passengers,8617
3,JFK,ANU,AA,Passengers,8605
3,LAX,LIR,AS,Passengers,8605
3,MIA,VVI,AA,Passengers,8589
3,IAH,YVR,UA,Passengers,8587
3,CLT,SJO,AA,Passengers,8581
3,PHX,SJO,AA,Passengers,8580
3,MCO,AMS,DL,Passengers,8573
3,IAH,YYZ,AC,Passengers,8566
3,ATL,KIN,DL,Passengers,8564
3,ORD,NAS,UA,Passengers,8545
3,SEA,CUN,AS,Passengers,8506
3,JFK,POP,B6,Passengers,8499
3,FLL,CUN,B6,Passengers,8499
3,PHL,MUC,AA,Passengers,8486
3,EWR,STI,B6,Passengers,8480
3,FLL,YOW,AC,Passengers,8473
3,JFK,YVR,CX,Passengers,8471
3,FLL,PUJ,B6,Passengers,8459
3,ORD,YVR,UA,Passengers,8441
3,BOS,PEK,HU,Passengers,8439
3,HNL,ICN,OZ,Passengers,8436
3,BOS,SDQ,B6,Passengers,8432
3,MIA,BOG,4C,Passengers,8428
3,FLL,SAP,NK,Passengers,8422
3,GUM,PUS,7C,Passengers,8420
3,MDW,MLM,Y4,Passengers,8413
3,FLL,MBJ,B6,Passengers,8388
3,SFO,YYC,QK,Passengers,8384
3,STL,CUN,WN,Passengers,8380
3,IAD,CPH,SK,Passengers,8380
3,HOU,PVR,WN,Passengers,8369
3,IAH,POS,UA,Passengers,8365
3,RDU,CDG,DL,Passengers,8361
3,SJC,SJD,AS,Passengers,8348
3,FLL,GYE,B6,Passengers,8345
3,IAH,MID,UA,Passengers,8343
3,HNL,NGO,DL,Passengers,8338
3,DFW,YYC,MQ,Passengers,8338
3,MCO,SJO,B6,Passengers,8334
3,ATL,PUJ,WN,Passengers,8333
3,LAX,AMS,DL,Passengers,8328
3,SJC,GDL,Y4,Passengers,8322
3,ATL,SAP,DL,Passengers,8307
3,MIA,DUS,EW,Passengers,8302
3,MIA,SNU,AA,Passengers,8287
3,MCO,LIM,LP,Passengers,8266
3,LAX,YVR,CP,Passengers,8265
3,MCO,DUB,EI,Passengers,8258
3,GUM,MNL,UA,Passengers,8256
3,MSP,MBJ,DL,Passengers,8246
3,LAX,SAL,DL,Passengers,8243
3,LAX,YYZ,WS,Passengers,8234
3,BWI,CUN,NK,Passengers,8221
3,FLL,PAP,NK,Passengers,8208
3,MSY,LHR,BA,Passengers,8198
3,SEA,YYC,QX,Passengers,8191
3,JFK,KIN,DL,Passengers,8187
3,FLL,SJO,B6,Passengers,8183
3,CLT,YUL,YX,Passengers,8172
3,LAX,BCN,DY,Passengers,8155
3,JFK,YUL,9E,Passengers,8138
3,DFW,MEX,5D,Passengers,8126
3,JFK,GCM,B6,Passengers,8100
3,JFK,GVA,LX,Passengers,8099
3,BWI,YYZ,KV,Passengers,8098
3,FLL,SDQ,B6,Passengers,8086
3,PHL,NAS,AA,Passengers,8052
3,SJC,NRT,NH,Passengers,8047
3,SLC,SJD,DL,Passengers,8039
3,LAX,MZT,AS,Passengers,8032
3,IAD,DUB,UA,Passengers,8026
3,FLL,DXB,EK,Passengers,8023
3,MIA,YYZ,WS,Passengers,8000
3,EWR,SIN,SQ,Passengers,7996
3,MIA,GND,AA,Passengers,7991
3,JFK,POS,B6,Passengers,7988
3,LAX,YEG,WS,Passengers,7986
3,MIA,HOG,AA,Passengers,7974
3,ORD,YUL,OO,Passengers,7967
3,MCO,YOW,AC,Passengers,7954
3,BOS,CDG,DL,Passengers,7954
3,GUM,NRT,7C,Passengers,7948
3,SAN,SJD,WN,Passengers,7940
3,KOA,NRT,JL,Passengers,7929
3,BOS,CDG,DY,Passengers,7929
3,OAK,GDL,Y4,Passengers,7919
3,DFW,ICN,KE,Passengers,7916
3,DEN,YYC,UA,Passengers,7915
3,PBI,YUL,AC,Passengers,7911
3,JFK,PLS,DL,Passengers,7907
3,GUM,MNL,PR,Passengers,7899
3,JFK,FDF,D8,Passengers,7899
3,LAX,GUA,LR,Passengers,7898
3,MSP,YYZ,9E,Passengers,7897
3,MIA,POS,BW,Passengers,7892
3,MSP,YEG,OO,Passengers,7879
3,ORD,YYC,OO,Passengers,7859
3,LAS,YYC,RV,Passengers,7856
3,FLL,YUL,TS,Passengers,7854
3,PHX,YVR,AC,Passengers,7853
3,BOS,STI,B6,Passengers,7832
3,DEN,KEF,FI,Passengers,7830
3,CLT,SXM,AA,Passengers,7817
3,ORD,GDL,4O,Passengers,7812
3,IAD,VIE,OS,Passengers,7798
3,SLC,PVR,DL,Passengers,7797
3,ORD,PUJ,AA,Passengers,7797
3,FLL,CTG,B6,Passengers,7793
3,MIA,PLS,AA,Passengers,7792
3,IAD,PEK,CA,Passengers,7787
3,MIA,SAL,AA,Passengers,7787
3,DEN,LGW,DI,Passengers,7783
3,IAD,MUC,LH,Passengers,7778
3,EWR,SDQ,B6,Passengers,7777
3,FLL,BOG,AV,Passengers,7766
3,ORD,YOW,OO,Passengers,7765
3,SAN,FRA,LH,Passengers,7762
3,LAX,CUN,4O,Passengers,7761
3,MIA,MXP,IG,Passengers,7752
3,SEA,YYZ,AC,Passengers,7750
3,BNA,YYZ,ZX,Passengers,7741
3,PHX,YYC,AC,Passengers,7686
3,ATL,GDL,DL,Passengers,7727
3,JFK,ARN,DY,Passengers,7727
3,FLL,PUJ,WN,Passengers,7724
3,GUM,PUS,BX,Passengers,7718
3,MCO,BOG,AV,Passengers,7717
3,IAD,HKG,CX,Passengers,7690
3,LAS,MEX,Y4,Passengers,7690
3,MCO,CUN,B6,Passengers,7674
3,MIA,GCM,KX,Passengers,7672
3,MIA,CLO,AA,Passengers,7670
3,DTW,PVR,DL,Passengers,7660
3,EWR,ADD,ET,Passengers,7658
3,AUS,LGW,DI,Passengers,7656
3,FLL,YYZ,TS,Passengers,7644
3,SAN,YYC,WS,Passengers,7620
3,SFO,GDL,4O,Passengers,7616
3,SEA,YVR,AS,Passengers,7612
3,MCO,MBJ,WN,Passengers,7583
3,JFK,MXP,IG,Passengers,7582
3,BOS,FCO,AZ,Passengers,7576
3,MIA,TGU,AA,Passengers,7574
3,IAH,YYC,QK,Passengers,7567
3,PHL,YOW,PT,Passengers,7559
3,LAS,GDL,Y4,Passengers,7558
3,LAX,SJD,WN,Passengers,7546
3,FLL,MBJ,NK,Passengers,7533
3,GUM,KIX,UA,Passengers,7532
3,JFK,SAL,TA,Passengers,7511
3,DFW,MBJ,AA,Passengers,7508
3,MSP,SJD,SY,Passengers,7508
3,OAK,LGW,DI,Passengers,7507
3,SPN,ICN,OZ,Passengers,7501
3,EWR,GVA,UA,Passengers,7495
3,HOU,BZE,WN,Passengers,7493
3,MCO,SJO,NK,Passengers,7482
3,DTW,YYZ,ZX,Passengers,7477
3,MCO,BOG,B6,Passengers,7455
3,ORD,YYC,UA,Passengers,7442
3,LAX,MEX,DL,Passengers,7441
3,MDW,GDL,Y4,Passengers,7439
3,BOS,PVG,HU,Passengers,7416
3,LAS,YEG,RV,Passengers,7400
3,LAX,GDL,VB,Passengers,7399
3,SLC,MEX,DL,Passengers,7397
3,SNA,SJD,WN,Passengers,7394
3,TPA,YUL,RV,Passengers,7388
3,DTW,MEX,DL,Passengers,7364
3,JFK,NBO,KQ,Passengers,7357
3,HNL,SYD,JQ,Passengers,7355
3,BOS,YYZ,AC,Passengers,7335
3,SJU,PUJ,B6,Passengers,7325
3,IAD,BOG,AV,Passengers,7317
3,RSW,YUL,RV,Passengers,7303
3,JFK,SAL,LR,Passengers,7301
3,LAS,MEX,4O,Passengers,7290
3,LAX,FCO,AZ,Passengers,7285
3,JFK,BDA,AA,Passengers,7274
3,ATL,LOS,DL,Passengers,7272
3,MIA,PLS,YX,Passengers,7257
3,MIA,CTG,AA,Passengers,7254
3,FLL,CTG,NK,Passengers,7249
3,FLL,AUA,B6,Passengers,7244
3,FLL,LIM,B6,Passengers,7244
3,IAH,MAN,SQ,Passengers,7234
3,SFO,GDL,AM,Passengers,7229
3,PHL,AUA,AA,Passengers,7228
3,MIA,CLO,AV,Passengers,7227
3,MIA,BAQ,AA,Passengers,7220
3,MIA,FPO,YX,Passengers,7219
3,LAX,PVR,WN,Passengers,7184
3,IAD,YYZ,ZX,Passengers,7180
3,DEN,YVR,QK,Passengers,7177
3,LAX,SVO,SU,Passengers,7168
3,ATL,YYC,WS,Passengers,7156
3,PHL,DUB,EI,Passengers,7137
3,PDX,GDL,Y4,Passengers,7131
3,HNL,AKL,NZ,Passengers,7129
3,JFK,CUN,4O,Passengers,7128
3,IAH,UIO,UA,Passengers,7128
3,CLT,BGI,AA,Passengers,7122
3,FLL,GUA,NK,Passengers,7116
3,LAX,ZIH,AS,Passengers,7108
3,DEN,YEG,OO,Passengers,7106
3,SEA,MEX,AM,Passengers,7104
3,MCO,KEF,FI,Passengers,7081
3,EWR,SDQ,NK,Passengers,7039
3,MIA,SAP,AA,Passengers,7036
3,SPN,PEK,MU,Passengers,7024
3,IAH,CZM,UA,Passengers,7020
3,MSP,LIR,DL,Passengers,7020
3,PHL,CUN,F9,Passengers,7014
3,LGA,YUL,MQ,Passengers,6999
3,JFK,ACC,DL,Passengers,6997
3,OAK,CDG,DY,Passengers,6986
3,MIA,LIR,AA,Passengers,6986
3,LAX,MAD,DY,Passengers,6985
3,BOS,BCN,IB,Passengers,6973
3,FLL,PTY,NK,Passengers,6965
3,DTW,NGO,DL,Passengers,6960
3,LAX,VIE,OS,Passengers,6958
3,IAD,MEX,UA,Passengers,6945
3,FLL,GCM,WN,Passengers,6938
3,FLL,CLO,NK,Passengers,6930
3,LAS,GDL,4O,Passengers,6921
3,MCO,YYZ,WG,Passengers,6916
3,EWR,SAL,TA,Passengers,6911
3,MSY,YYZ,KV,Passengers,6904
3,SFO,WUH,CZ,Passengers,6894
3,LAX,CDG,DL,Passengers,6893
3,IAD,GVA,UA,Passengers,6871
3,HNL,AKL,HA,Passengers,6855
3,LAS,PTY,CM,Passengers,6852
3,JFK,BDA,DL,Passengers,6844
3,LAS,LGW,BA,Passengers,6841
3,PHX,MEX,AA,Passengers,6826
3,SFO,MEL,QF,Passengers,6825
3,MCO,MEX,4O,Passengers,6822
3,FLL,LIM,NK,Passengers,6813
3,FLL,BZE,WN,Passengers,6800
3,EWR,BOM,UA,Passengers,6793
3,ATL,BDA,DL,Passengers,6783
3,MCO,MBJ,B6,Passengers,6768
3,EWR,DEL,UA,Passengers,6741
3,LAX,CDG,TN,Passengers,6728
3,JFK,LIS,DL,Passengers,6724
3,IAH,GCM,UA,Passengers,6723
3,PHL,SXM,AA,Passengers,6723
3,LAX,MAD,IB,Passengers,6672
3,FLL,SXM,B6,Passengers,6666
3,LAX,MEX,AA,Passengers,6655
3,BWI,MBJ,NK,Passengers,6645
3,MSP,YXE,OO,Passengers,6613
3,GUM,FUK,UA,Passengers,6601
3,MIA,GGT,YX,Passengers,6596
3,JFK,MDE,AV,Passengers,6588
3,FLL,YQB,TS,Passengers,6585
3,LAX,PPT,AF,Passengers,6582
3,IAD,ACC,SA,Passengers,6575
3,FAT,GDL,AM,Passengers,6569
3,MIA,GRU,O6,Passengers,6566
3,DFW,GCM,AA,Passengers,6564
3,MIA,BDA,AA,Passengers,6557
3,FLL,OSL,DY,Passengers,6546
3,ORD,YYZ,OO,Passengers,6531
3,EWR,SXM,UA,Passengers,6530
3,JFK,DUS,EW,Passengers,6511
3,LAX,TLV,LY,Passengers,6495
3,JFK,GND,B6,Passengers,6491
3,JFK,MEX,B6,Passengers,6483
3,PHL,ZRH,AA,Passengers,6478
3,FLL,PLS,WN,Passengers,6477
3,BOS,BDA,B6,Passengers,6468
3,FLL,AUA,WN,Passengers,6457
3,JFK,FOC,MF,Passengers,6456
3,CLE,YYZ,ZX,Passengers,6456
3,AUS,CUN,WN,Passengers,6452
3,IAH,YUL,KV,Passengers,6447
3,SNA,YVR,WS,Passengers,6434
3,MIA,MDE,AV,Passengers,6429
3,ORD,CDG,AF,Passengers,6415
3,SFO,YYC,OO,Passengers,6409
3,LGA,YYZ,MQ,Passengers,6386
3,SFO,KEF,FI,Passengers,6381
3,DFW,QRO,MQ,Passengers,6369
3,ORD,PEK,HU,Passengers,6353
3,EWR,YYC,AC,Passengers,6351
3,MCO,GIG,JJ,Passengers,6343
3,HOU,MBJ,WN,Passengers,6329
3,HNL,CTS,HA,Passengers,6313
3,MIA,AMS,KL,Passengers,6296
3,MIA,GIG,JJ,Passengers,6282
3,BOS,PDL,S4,Passengers,6281
3,SEA,FRA,DE,Passengers,6279
3,FLL,POS,BW,Passengers,6270
3,LAX,SHE,CZ,Passengers,6269
3,LAS,MEX,VB,Passengers,6266
3,OAK,BCN,DY,Passengers,6259
3,JFK,LIR,B6,Passengers,6248
3,JFK,KEF,DL,Passengers,6220
3,FLL,HOG,B6,Passengers,6215
3,ORD,MTY,OO,Passengers,6208
3,BOS,MAD,IB,Passengers,6204
3,JFK,AMM,RJ,Passengers,6198
3,FLL,BGI,B6,Passengers,6197
3,JFK,SNN,EI,Passengers,6184
3,SFO,ORY,BF,Passengers,6182
3,SAT,MEX,Y4,Passengers,6179
3,MIA,HEL,AY,Passengers,6174
3,MIA,VRA,AA,Passengers,6167
3,BOS,GRU,JJ,Passengers,6163
3,MIA,CMW,AA,Passengers,6161
3,IAD,YTZ,PD,Passengers,6157
3,IAD,YUL,YV,Passengers,6155
3,ATL,TGU,DL,Passengers,6151
3,JFK,JED,SV,Passengers,6148
3,SEA,DUB,EI,Passengers,6137
3,MIA,CTG,AV,Passengers,6119
3,EWR,KEF,FI,Passengers,6114
3,MIA,BAQ,AV,Passengers,6094
3,RDU,YYZ,ZX,Passengers,6081
3,ATL,BRU,DL,Passengers,6081
3,FLL,CMW,B6,Passengers,6077
3,BOS,TLV,LY,Passengers,6043
3,FLL,LGW,BA,Passengers,6026
3,IAD,DEL,AI,Passengers,6023
3,JFK,YYC,WS,Passengers,6022
3,CMH,YYZ,ZX,Passengers,6021
3,SEA,YEG,QX,Passengers,6006
3,FLL,MGA,NK,Passengers,6003
3,SJU,BOG,AV,Passengers,5999
3,DFW,BOG,AA,Passengers,5996
3,EWR,BOG,UA,Passengers,5994
3,BNA,LHR,BA,Passengers,5979
3,LAX,WAW,LO,Passengers,5979
3,SEA,GDL,Y4,Passengers,5970
3,ORD,AKL,NZ,Passengers,5968
3,FLL,BOG,B6,Passengers,5945
3,MIA,TLV,LY,Passengers,5944
3,FLL,POS,B6,Passengers,5937
3,DEN,MEX,AM,Passengers,5934
3,DCA,YYZ,OH,Passengers,5932
3,PDX,PVR,AS,Passengers,5907
3,JFK,CPH,DY,Passengers,5891
3,MIA,MAO,AA,Passengers,5887
3,TPA,YHZ,AC,Passengers,5886
3,ATL,CTG,DL,Passengers,5881
3,MCO,YHZ,AC,Passengers,5875
3,EWR,ORY,LV,Passengers,5852
3,DFW,BJX,MQ,Passengers,5842
3,KOA,HND,HA,Passengers,5839
3,OAK,PVR,WN,Passengers,5822
3,TPA,PTY,CM,Passengers,5820
3,LAX,BJX,4O,Passengers,5767
3,PHX,YWG,WS,Passengers,5767
3,IAH,SLP,YV,Passengers,5751
3,LAS,FRA,DE,Passengers,5750
3,JFK,RUH,SV,Passengers,5737
3,ORD,ADD,ET,Passengers,5736
3,MCO,BOG,NK,Passengers,5730
3,IAH,GDL,UA,Passengers,5716
3,FLL,MHH,3M,Passengers,5711
3,EWR,SNN,UA,Passengers,5691
3,HNL,MEL,JQ,Passengers,5677
3,BOS,MEX,B6,Passengers,5668
3,FLL,STI,B6,Passengers,5662
3,MIA,FOR,JJ,Passengers,5652
3,MCO,SDQ,NK,Passengers,5650
3,FLL,PTY,CM,Passengers,5646
3,LAX,EZE,AA,Passengers,5639
3,FLL,FDF,D8,Passengers,5615
3,FLL,ELH,3M,Passengers,5613
3,MCO,PUJ,G3,Passengers,5603
3,LAX,MLM,Y4,Passengers,5572
3,CVG,YYZ,ZX,Passengers,5566
3,MSP,YYC,DL,Passengers,5401
3,SPN,HKG,HX,Passengers,5550
3,IAH,MTY,VB,Passengers,5549
3,LAX,XMN,MF,Passengers,5546
3,MIA,CPH,SK,Passengers,5544
3,MIA,DUB,EI,Passengers,5539
3,IAH,TGU,UA,Passengers,5526
3,DEN,PTY,CM,Passengers,5524
3,SPN,PUS,7C,Passengers,5521
3,MCO,NAS,UP,Passengers,5510
3,STL,YYZ,ZX,Passengers,5502
3,DTW,MEX,AM,Passengers,5502
3,OAK,MEX,Y4,Passengers,5490
3,SEA,PVG,HU,Passengers,5487
3,FLL,KIN,BW,Passengers,5465
3,DCA,YUL,QK,Passengers,5465
3,PDX,SJD,AS,Passengers,5406
3,ATL,PAP,DL,Passengers,5405
3,IAH,GDL,Y4,Passengers,5398
3,PHL,YUL,PT,Passengers,5386
