Month,usg_apt,fg_apt,carrier,type,Scheduled
6,DFW,PUJ,GL,Passengers,0
6,IAD,BBU,X9,Passengers,0
6,ORD,YWG,EV,Passengers,1556
6,DFW,AUA,AA,Passengers,1555
6,CMH,CUN,DL,Passengers,1554
6,MCO,ZRH,8R,Passengers,1549
6,JFK,LRM,B6,Passengers,1545
6,RDU,CUN,DL,Passengers,1539
6,DEN,BZE,WN,Passengers,1539
6,ATL,CUN,Y4,Passengers,1536
6,CVG,PUJ,GL,Passengers,0
6,STL,PVR,Y4,Passengers,1532
6,MCI,CUN,DL,Passengers,1525
6,MCO,CUN,DL,Passengers,1519
6,IND,CUN,DL,Passengers,1515
6,ORD,MBJ,AA,Passengers,1511
6,CLT,CUN,VB,Passengers,1510
6,BDL,YUL,QK,Passengers,1509
6,LAX,LIR,DL,Passengers,1507
6,GUM,YAP,UA,Passengers,1506
6,SAV,YYZ,ZX,Passengers,1505
6,ATL,ANU,DL,Passengers,1487
6,STL,SJD,Y4,Passengers,1487
6,BOS,CUN,AA,Passengers,1479
6,ATL,CTG,DL,Passengers,1478
6,BOS,MBJ,B6,Passengers,1477
6,BWI,LIR,WN,Passengers,1474
6,DFW,PUJ,AA,Passengers,1473
6,LAS,TLV,LY,Passengers,1471
6,EWR,LIR,UA,Passengers,1464
6,CVG,CUN,DL,Passengers,1461
6,BOS,CUN,B6,Passengers,1457
6,EWR,CUN,VB,Passengers,1451
6,PBI,MHH,3M,Passengers,1450
6,IAH,HAV,UA,Passengers,1449
6,EWR,ANU,UA,Passengers,1449
6,LAS,PVR,SY,Passengers,1446
6,ATL,RTB,DL,Passengers,1445
6,BOS,BGI,B6,Passengers,1439
6,BOS,AUA,DL,Passengers,1436
6,BWI,CUN,VB,Passengers,0
6,ORD,NAS,AA,Passengers,1430
6,PIT,POP,G4,Passengers,0
6,ORD,PUJ,AA,Passengers,1415
6,IAH,PTY,CA,Passengers,1412
6,MCO,YVR,WS,Passengers,1409
6,ORD,QRO,Y4,Passengers,1403
6,BNA,CUN,WN,Passengers,1396
6,BOS,MBJ,DL,Passengers,1387
6,JFK,PLS,DL,Passengers,1384
6,JFK,ANU,DL,Passengers,1384
6,BOS,PUJ,DL,Passengers,1381
6,FLL,BIM,3M,Passengers,1380
6,MCO,YYT,WS,Passengers,1380
6,ATL,CZM,DL,Passengers,1373
6,DFW,ZCL,MQ,Passengers,1370
6,JFK,CDG,SE,Passengers,1370
6,CLT,BZE,AA,Passengers,1364
6,EWR,UVF,UA,Passengers,1360
6,CMH,CUN,WN,Passengers,1359
6,FLL,CAP,NK,Passengers,1358
6,LAS,SJD,SY,Passengers,1352
6,DFW,DGO,Y4,Passengers,1352
6,MCO,YHZ,WS,Passengers,1340
6,ORD,PVR,UA,Passengers,1326
6,IND,CUN,WN,Passengers,1311
6,IAD,YVR,UA,Passengers,1308
6,BWI,SJO,WN,Passengers,1301
6,EWR,SAP,UA,Passengers,1299
6,CVG,PUJ,F9,Passengers,1298
6,IND,CUN,G4,Passengers,0
6,IND,PUJ,G4,Passengers,0
6,MEM,CUN,Y4,Passengers,1289
6,BOS,RAI,VR,Passengers,1282
6,MSY,CUN,WN,Passengers,1280
6,MCI,PUJ,GL,Passengers,0
6,ATL,MGA,DL,Passengers,1276
6,MSY,CUN,UA,Passengers,1275
6,MDW,SJD,WN,Passengers,1269
6,IAH,BON,UA,Passengers,1265
6,MIA,SVD,AA,Passengers,1257
6,PIT,CUN,VB,Passengers,0
6,MKE,GDL,Y4,Passengers,1249
6,PHX,PVR,Y4,Passengers,1247
6,TPA,NAS,3M,Passengers,1238
6,ORD,GCM,UA,Passengers,1236
6,LAS,MTY,5D,Passengers,1236
6,MDW,AGU,Y4,Passengers,1233
6,IAH,PLS,UA,Passengers,1216
6,CLT,ANU,AA,Passengers,1216
6,SFO,YVR,OO,Passengers,1215
6,DFW,RTB,AA,Passengers,1215
6,MIA,RTB,AA,Passengers,1211
6,IAD,GCM,UA,Passengers,1210
6,MIA,PUJ,GL,Passengers,0
6,CLT,SJD,AA,Passengers,1199
6,IAH,NAS,UP,Passengers,1190
6,LAX,BZE,AA,Passengers,1189
6,PHL,SDQ,AA,Passengers,1186
6,DEN,LIR,UA,Passengers,1180
6,CLT,CUR,AA,Passengers,1179
6,EWR,BON,UA,Passengers,1177
6,IAD,GUA,UA,Passengers,1173
6,PHX,ZIH,AA,Passengers,1170
6,CLT,SKB,AA,Passengers,1166
6,DCA,NAS,YX,Passengers,1166
6,DFW,SDQ,AA,Passengers,1150
6,EWR,SXM,UA,Passengers,1148
6,ATL,STI,DL,Passengers,1143
6,CLT,SDQ,AA,Passengers,1130
6,DTW,CUN,NK,Passengers,1111
6,MIA,ZSA,UP,Passengers,1092
6,MIA,MAO,JJ,Passengers,1083
6,OAK,TER,S4,Passengers,0
6,PHX,YEG,WS,Passengers,1077
6,EWR,SAL,UA,Passengers,1059
6,JFK,SVD,BW,Passengers,1058
6,ORD,GUA,AA,Passengers,1055
6,EWR,PVR,UA,Passengers,1049
6,OAK,YYZ,DL,Passengers,0
6,JFK,TAB,BW,Passengers,1040
6,IAH,MEX,AM,Passengers,1034
6,MCO,MTY,5D,Passengers,1029
6,ATL,GGT,DL,Passengers,1024
6,ATL,SKB,DL,Passengers,1014
6,SJU,SKB,SEB,Passengers,1010
6,MIA,AUA,PY,Passengers,1003
6,JFK,FRA,SQ,Passengers,995
6,SJU,SBH,04Q,Passengers,874
6,ATL,GND,DL,Passengers,990
6,LAX,UPN,Y4,Passengers,986
6,ORD,LIR,UA,Passengers,985
6,LAX,YUL,RV,Passengers,973
6,EWR,BGI,B6,Passengers,968
6,ATL,FPO,9E,Passengers,966
6,SJU,STI,SEB,Passengers,958
6,MYR,YYZ,WS,Passengers,952
6,CLT,BDA,AA,Passengers,949
6,MDW,QRO,Y4,Passengers,949
6,MIA,HAV,WL,Passengers,0
6,EWR,YHZ,YX,Passengers,924
6,DFW,SKB,AA,Passengers,906
6,MSP,PUJ,SY,Passengers,903
6,PHX,CUL,Y4,Passengers,903
6,SFO,YYC,OO,Passengers,892
6,BQN,PUJ,WL,Passengers,0
6,PHL,GCM,AA,Passengers,881
6,JFK,SKB,AA,Passengers,871
6,SLC,YVR,OO,Passengers,871
6,LGA,YYZ,RV,Passengers,867
6,FLL,GHB,3M,Passengers,865
6,BOS,HAV,B6,Passengers,857
6,SAN,SJD,SY,Passengers,815
6,STL,MBJ,WN,Passengers,806
6,LGA,AUA,AA,Passengers,787
6,SJU,DOM,SEB,Passengers,787
6,ORD,YUL,AX,Passengers,783
6,ORD,YOW,OO,Passengers,758
6,HOU,AUA,WN,Passengers,754
6,HNL,NAN,FJ,Passengers,745
6,CLT,GGT,YX,Passengers,734
6,LGA,NAS,AA,Passengers,732
6,JFK,LCY,BA,Passengers,732
6,CLT,MHH,YX,Passengers,729
6,DFW,MZT,YV,Passengers,724
6,BWI,GCM,WN,Passengers,717
6,SJU,SXM,3SD,Passengers,711
6,ORD,GCM,KX,Passengers,705
6,EWR,YOW,YX,Passengers,702
6,PSE,PUJ,WL,Passengers,0
6,DTW,YUL,RJ,Passengers,694
6,EWR,GCM,UA,Passengers,690
6,JFK,NCE,AF,Passengers,686
6,LAX,MZT,CP,Passengers,686
6,SJU,AXA,SEB,Passengers,671
6,STT,SKB,AAT,Passengers,663
6,LKE,CXH,KAH,Passengers,640
6,HOU,PUJ,WN,Passengers,639
6,LAS,GLA,MT,Passengers,639
6,MCO,YYZ,AC,Passengers,631
6,CLT,ELH,OH,Passengers,626
6,IAH,ZIH,YV,Passengers,620
6,CLT,FPO,OH,Passengers,616
6,JFK,SKB,DL,Passengers,610
6,IAH,ACA,YV,Passengers,609
6,FXE,CCZ,3BQ,Passengers,594
6,MIA,PTP,YX,Passengers,589
6,FLL,NSB,2LQ,Passengers,490
6,SFB,MHH,2TQ,Passengers,571
6,BOS,POP,B6,Passengers,566
6,SFB,EDI,BY,Passengers,0
6,SFO,YYZ,DL,Passengers,0
6,CLT,NAS,YX,Passengers,564
6,JFK,GRU,LA,Passengers,550
6,TPA,HAV,WL,Passengers,0
6,SJU,ANU,SEB,Passengers,536
6,PHX,HMO,OO,Passengers,524
6,IAH,SJD,YV,Passengers,524
6,BOS,NAS,B6,Passengers,521
6,SJC,SJD,WN,Passengers,516
6,BOS,PLS,B6,Passengers,509
6,SFB,TCB,2TQ,Passengers,495
6,ORD,YUL,G7,Passengers,492
6,BOS,UVF,B6,Passengers,481
6,JFK,SNN,BA,Passengers,481
6,IAH,LHR,AA,Passengers,478
6,ORD,YOW,EV,Passengers,475
6,BWI,SJD,WN,Passengers,466
6,TPA,MHH,3M,Passengers,465
6,HNL,SYD,UA,Passengers,465
6,MIA,RTB,YX,Passengers,456
6,BOS,SXM,B6,Passengers,454
6,LKE,CXH,R0,Passengers,452
6,BOS,YUL,AC,Passengers,449
6,FAI,FRA,DE,Passengers,449
6,MCO,ELH,3M,Passengers,441
6,OGG,YVR,AC,Passengers,422
6,ORD,YOW,YX,Passengers,417
6,HNL,HIJ,JL,Passengers,0
6,MCO,CUN,NK,Passengers,404
6,SJU,VIJ,9K,Passengers,399
6,BNA,YPQ,BCQ,Passengers,0
6,ANC,YYZ,AC,Passengers,380
6,STT,AXA,AAT,Passengers,380
6,ANC,PEK,AC,Passengers,380
6,PHX,YUL,RV,Passengers,363
6,MIA,FOR,G3,Passengers,362
6,MPB,NSB,2LQ,Passengers,355
6,LAS,YYZ,AC,Passengers,362
6,LGA,YUL,AC,Passengers,360
6,TPA,HOG,WL,Passengers,0
6,IFP,YYC,SY,Passengers,0
6,LAS,CDG,SE,Passengers,350
6,SWF,MAD,UA,Passengers,347
6,MIA,CYB,KX,Passengers,335
6,EWR,DEL,UA,Passengers,334
6,IFP,YEG,SY,Passengers,0
6,LGA,YHZ,YX,Passengers,332
6,SJU,SXM,SEB,Passengers,329
6,BWI,CUN,UA,Passengers,326
6,BOS,HKG,UA,Passengers,318
6,FXE,ASD,3BQ,Passengers,311
6,SWF,TLV,UA,Passengers,311
6,BNA,YYZ,AC,Passengers,310
6,BUF,CUN,VB,Passengers,0
6,SAT,PVR,AA,Passengers,308
6,HNL,HNA,JL,Passengers,0
6,FLL,GHC,2LQ,Passengers,176
6,ORD,KEF,LH,Passengers,298
6,DEN,YVR,OO,Passengers,296
6,FXE,TZN,3BQ,Passengers,295
6,SFO,STR,LH,Passengers,292
6,HSV,ICN,DL,Passengers,291
6,MCO,FOR,G3,Passengers,288
6,HNL,APW,FJ,Passengers,287
6,IAH,PLS,AA,Passengers,287
6,HSV,NRT,DL,Passengers,285
6,HYA,RUH,SV,Passengers,283
6,DEN,LHR,AA,Passengers,283
6,DTW,HEL,AY,Passengers,281
6,MIA,PTP,AF,Passengers,281
6,BHM,PVG,DL,Passengers,280
6,MSY,YYZ,KV,Passengers,280
6,MKE,LGW,DI,Passengers,279
6,ATL,MVD,DL,Passengers,278
6,DTW,MUC,LH,Passengers,277
6,SLC,PVR,WN,Passengers,276
6,TYS,AMS,DL,Passengers,272
6,JFK,YYT,AF,Passengers,272
6,SLC,SJD,WN,Passengers,272
6,SEA,NGO,DL,Passengers,271
6,CLT,SKB,GL,Passengers,0
6,MEM,LHR,AA,Passengers,266
6,SFO,KEF,AF,Passengers,265
6,JFK,SKG,DL,Passengers,265
6,DTW,YYT,LH,Passengers,264
6,EWR,SNN,LH,Passengers,264
6,EWR,YUL,YX,Passengers,261
6,JFK,AMS,AA,Passengers,261
6,DTW,NAS,DL,Passengers,258
6,BOS,PVG,UA,Passengers,257
6,SEA,PVG,AA,Passengers,257
6,BOS,ARN,SK,Passengers,257
6,ORD,YUL,YX,Passengers,256
6,AUS,FCO,AA,Passengers,256
6,BOS,GCM,B6,Passengers,255
6,SWF,PEK,UA,Passengers,254
6,SWF,FCO,UA,Passengers,254
6,FXE,SAQ,3BQ,Passengers,253
6,EWR,YYZ,YX,Passengers,251
6,BOS,YHZ,WS,Passengers,250
6,AUS,HKG,AA,Passengers,249
6,IAH,MAD,AA,Passengers,249
6,ANC,PVG,DL,Passengers,247
6,AUS,ICN,AA,Passengers,246
6,LAS,YVR,AC,Passengers,245
6,RSW,STI,AA,Passengers,245
6,HNL,CXI,FJ,Passengers,243
6,BWI,ATH,AA,Passengers,241
6,LAX,CCP,LA,Passengers,241
6,TYS,DUB,DL,Passengers,239
6,MIA,HOG,WL,Passengers,0
6,IND,CDG,AA,Passengers,234
6,SFO,NGO,UA,Passengers,231
6,IAH,YUL,YV,Passengers,230
6,MSP,YUL,DL,Passengers,230
6,SJU,PTP,3SD,Passengers,230
6,DFW,SNN,AA,Passengers,229
6,SWF,MXP,UA,Passengers,227
6,ANC,NRT,AA,Passengers,226
6,HNL,HND,DL,Passengers,225
6,CLT,FRA,LH,Passengers,223
6,BGR,LHR,VS,Passengers,220
6,SWF,VCE,UA,Passengers,218
6,MCO,YYZ,1BQ,Passengers,0
6,AUS,EZE,AA,Passengers,211
6,IAD,YHZ,UA,Passengers,210
6,PDX,KEF,DL,Passengers,209
6,PBI,LIM,LP,Passengers,207
6,LAS,YYC,AC,Passengers,207
6,MCO,DUB,DL,Passengers,206
6,ANC,NGO,DL,Passengers,204
6,ALB,TXL,UA,Passengers,202
6,SWF,NAP,UA,Passengers,200
6,SAV,VCE,DL,Passengers,198
6,IND,FCO,UA,Passengers,197
6,ABQ,GDL,Y4,Passengers,196
6,ABQ,CUU,Y4,Passengers,196
6,JAX,LIR,DL,Passengers,193
6,IAD,SXM,UA,Passengers,193
6,TPA,GCM,WL,Passengers,0
6,EWR,GRU,DL,Passengers,192
6,FLL,GUA,DL,Passengers,191
6,RDU,YYZ,AC,Passengers,188
6,FLL,MBJ,DL,Passengers,187
6,EWR,MVD,UA,Passengers,187
6,MCO,MEX,5D,Passengers,186
6,AUS,MUC,UA,Passengers,186
6,ALB,VCE,UA,Passengers,184
6,IAH,CUN,AA,Passengers,181
6,BGR,AMS,AA,Passengers,181
6,MCO,KEF,FI,Passengers,181
6,SJU,PUJ,DE,Passengers,180
6,RIC,MBJ,NK,Passengers,179
6,COS,CUN,UA,Passengers,178
6,ABE,CUN,UA,Passengers,177
6,PHX,CUN,UA,Passengers,176
6,SAT,CUN,AA,Passengers,175
6,CAE,UVF,DL,Passengers,175
6,BFF,CUN,UA,Passengers,174
6,TPA,PAP,B6,Passengers,174
6,LAX,SAL,DL,Passengers,173
6,AGS,NAS,DL,Passengers,170
6,BOS,CDG,UA,Passengers,170
6,BOS,PUJ,UA,Passengers,169
6,AUS,PUJ,SY,Passengers,169
6,FLL,POP,B6,Passengers,168
6,DFW,MGA,AA,Passengers,168
6,AUS,SJO,UA,Passengers,166
6,ALB,SNN,UA,Passengers,166
6,COS,YVR,UA,Passengers,166
6,ATL,LHR,AA,Passengers,165
6,AUS,PTY,UA,Passengers,164
6,PBI,SDQ,AA,Passengers,164
6,ORD,SJO,UA,Passengers,164
6,EWR,YQX,UA,Passengers,163
6,MCO,LIR,DL,Passengers,162
6,BHM,GCM,DL,Passengers,162
6,DFW,SJO,GL,Passengers,0
6,TWF,YYZ,DL,Passengers,160
6,MIA,MBJ,UA,Passengers,160
6,AUS,LIR,UA,Passengers,160
6,AUS,SJD,AA,Passengers,160
6,AUS,GUA,AA,Passengers,159
6,SAT,GCM,AA,Passengers,159
6,AUS,NAS,AA,Passengers,159
6,SAV,NAS,DL,Passengers,159
6,SLC,YYZ,AC,Passengers,158
6,IAH,KIN,GL,Passengers,0
6,AUS,SJO,AA,Passengers,158
6,MIA,UIO,DL,Passengers,157
6,SAT,SJD,AA,Passengers,157
6,AUS,BZE,AA,Passengers,157
6,OKC,YVR,AA,Passengers,157
6,RSW,MGA,AA,Passengers,157
6,PBI,MEX,AM,Passengers,157
6,AUS,SAL,AA,Passengers,156
6,CSG,MBJ,DL,Passengers,155
6,PHL,MEX,AM,Passengers,154
6,BHM,BJX,5D,Passengers,154
6,IAD,LIM,UA,Passengers,154
6,STX,SKB,AAT,Passengers,153
6,PBI,PAP,AA,Passengers,153
6,MCO,PUJ,DL,Passengers,153
6,SJC,PVR,AS,Passengers,153
6,SAT,CZM,AA,Passengers,152
6,DFW,QRO,AA,Passengers,151
6,ORD,HND,JL,Passengers,0
6,SLC,BJX,DL,Passengers,149
6,CYS,YVR,UA,Passengers,149
6,MCO,MDE,B6,Passengers,149
6,IAD,SJO,UA,Passengers,148
6,RSW,SDQ,AA,Passengers,147
6,SAT,YEG,UA,Passengers,147
6,ORF,GCM,AA,Passengers,147
6,SFO,NRT,JL,Passengers,0
6,DSM,YVR,UA,Passengers,147
6,MDT,NAS,UA,Passengers,147
6,SAT,BZE,AA,Passengers,147
6,BOS,LHR,UA,Passengers,146
6,PBI,CUN,AA,Passengers,146
6,SAV,UVF,DL,Passengers,146
6,FLL,LIR,B6,Passengers,146
6,PHL,FRA,AA,Passengers,146
6,TOL,CUN,UA,Passengers,146
6,AUS,BZE,UA,Passengers,146
6,CAE,SJO,AA,Passengers,146
6,ATL,BJX,DL,Passengers,145
6,MSY,CUN,DL,Passengers,145
6,MCO,YYZ,WG,Passengers,145
6,MCO,STI,UA,Passengers,144
6,RSW,CUN,AA,Passengers,144
6,PHL,SJO,UA,Passengers,144
6,BDL,GND,B6,Passengers,144
6,MCO,PUJ,WN,Passengers,143
6,AUS,PUJ,AA,Passengers,143
6,ABQ,CUN,WN,Passengers,143
6,RSW,PLS,AA,Passengers,142
6,ORF,MBJ,WN,Passengers,142
6,CLT,YYZ,DL,Passengers,141
6,COS,SJD,WN,Passengers,141
6,BHM,CUN,WN,Passengers,141
6,MHT,PUJ,DL,Passengers,140
6,PBI,PUJ,WN,Passengers,139
6,ABQ,PVR,WN,Passengers,138
6,MSY,MGA,DL,Passengers,137
6,PBI,PAP,B6,Passengers,137
6,ALB,OPO,UA,Passengers,136
6,FLL,CXY,2LQ,Passengers,0
6,COU,YYC,GL,Passengers,0
6,SAT,RTB,AA,Passengers,133
6,BTV,YUL,RV,Passengers,131
6,SAT,TGU,AA,Passengers,128
6,OMA,YYZ,UA,Passengers,128
6,RSW,BAQ,AA,Passengers,128
6,RDU,MBJ,AA,Passengers,128
6,SAT,YVR,UA,Passengers,127
6,SJU,EZE,UA,Passengers,126
6,SAT,GDL,AA,Passengers,126
6,STL,MEX,UA,Passengers,126
6,AUS,BOG,UA,Passengers,125
6,JFK,SJO,B6,Passengers,125
6,CRP,NAS,UA,Passengers,123
6,RSW,SJO,B6,Passengers,123
6,GJT,YYZ,UA,Passengers,123
6,IAD,NAS,UA,Passengers,122
6,BGR,LIS,UA,Passengers,122
6,MIA,GCM,WL,Passengers,0
6,BDL,KEF,UA,Passengers,121
6,MCO,BOG,UA,Passengers,120
6,FSD,YWG,DL,Passengers,119
6,AUS,YEG,UA,Passengers,119
6,AUS,MTY,YV,Passengers,118
6,PBI,UVF,AA,Passengers,118
6,PBI,TGU,AA,Passengers,118
6,SAT,SLP,YV,Passengers,116
6,MIA,BJX,AA,Passengers,113
6,PBI,POP,AA,Passengers,113
6,AUS,UIO,UA,Passengers,110
6,CLT,MGA,AA,Passengers,108
6,TLH,MEX,DL,Passengers,107
6,RSW,SAP,AA,Passengers,107
6,OAK,YYZ,1EQ,Passengers,0
6,GSP,MEX,DL,Passengers,104
6,PIT,YYZ,AC,Passengers,104
6,MIA,YYZ,1BQ,Passengers,0
6,BOS,NAS,YX,Passengers,103
6,PBI,KIN,AA,Passengers,102
6,CLT,FPO,AA,Passengers,102
6,DFW,GUA,NK,Passengers,101
6,RSW,GCM,AA,Passengers,101
6,JAN,MTY,DL,Passengers,100
6,MCO,KIN,B6,Passengers,100
6,MSP,YUL,OO,Passengers,99
6,PBI,CAP,AA,Passengers,99
6,PBI,MBJ,WN,Passengers,96
6,RSW,NAS,B6,Passengers,96
6,BOS,EDI,UA,Passengers,95
6,FLL,MHH,2LQ,Passengers,0
6,MCO,FPO,UP,Passengers,94
6,EWR,YOW,C5,Passengers,94
6,DFW,YYZ,AC,Passengers,93
6,MIA,YYZ,WG,Passengers,93
6,ORF,NAS,AA,Passengers,92
6,EWR,YQB,C5,Passengers,89
6,SLC,PVR,5D,Passengers,89
6,KEH,YWH,KAH,Passengers,31
6,BDL,YHZ,UA,Passengers,86
6,HNL,BOM,UA,Passengers,86
6,LBF,YUL,AC,Passengers,85
6,CAE,YYZ,DL,Passengers,85
6,BOS,LGW,1ZQ,Passengers,0
6,LAX,TLL,1ZQ,Passengers,0
6,SFO,HKG,AA,Passengers,80
6,CYS,YYZ,AC,Passengers,78
6,JFK,LGW,VS,Passengers,0
6,TOL,YYT,GL,Passengers,0
6,MSP,YUL,KV,Passengers,76
6,SPS,YYZ,MQ,Passengers,76
6,RSW,MHH,YX,Passengers,75
6,FLL,NAS,YX,Passengers,75
6,SAT,MTY,YX,Passengers,73
6,PPG,TBU,2OQ,Passengers,73
6,FSM,YYC,MQ,Passengers,73
6,MKE,YYZ,9E,Passengers,73
6,BFF,YEG,OO,Passengers,72
6,BUF,YYT,GL,Passengers,0
6,BTV,YUL,YX,Passengers,71
6,XNA,YYZ,MQ,Passengers,71
6,PIE,YYZ,UA,Passengers,0
6,GRR,YYC,MQ,Passengers,70
6,STL,YYZ,UA,Passengers,0
6,SJU,EIS,AAT,Passengers,67
6,COS,YEG,OO,Passengers,67
6,SJU,DOM,3SD,Passengers,67
6,SJU,PAP,B6,Passengers,66
6,RSW,GGT,YX,Passengers,66
6,GJT,YYC,MQ,Passengers,64
6,BHM,ELH,9E,Passengers,64
6,BOS,SFJ,02Q,Passengers,0
6,PDX,YVR,OO,Passengers,64
6,GSO,YYZ,OH,Passengers,63
6,CLE,YYZ,UA,Passengers,0
6,JNU,YXY,X4,Passengers,61
6,LRD,AGU,MQ,Passengers,61
6,EWR,YYZ,DL,Passengers,0
6,MCO,MTY,YX,Passengers,59
6,CAE,MHH,9E,Passengers,59
6,BGR,BRU,DL,Passengers,59
6,BKL,YYZ,DL,Passengers,0
6,LAS,YYZ,DL,Passengers,0
6,MIA,FPO,YX,Passengers,56
6,IAD,YYZ,AC,Passengers,56
6,FLL,ASD,2LQ,Passengers,12
6,BED,YYZ,AC,Passengers,0
6,AUS,MLM,YV,Passengers,54
6,TEB,YYZ,13Q,Passengers,0
6,TPA,NAS,AA,Passengers,51
6,BWI,YYZ,AC,Passengers,0
6,BUF,YYZ,EV,Passengers,50
6,DTW,YQB,EV,Passengers,50
6,BTV,YUL,PT,Passengers,50
6,MIA,GHC,2LQ,Passengers,0
6,AZO,YUL,OO,Passengers,49
6,ATL,MEX,VB,Passengers,0
6,MKE,YUL,OO,Passengers,48
6,SRQ,GGT,YX,Passengers,46
6,MDW,YYZ,DL,Passengers,0
6,JFK,YHZ,9E,Passengers,45
6,BDL,YHZ,EV,Passengers,44
6,ALB,YQB,EV,Passengers,44
6,GRK,BJX,MQ,Passengers,44
6,SYR,YOW,EV,Passengers,43
6,CYS,YWG,OO,Passengers,43
6,LAX,CUN,1ZQ,Passengers,0
6,LRD,TRC,MQ,Passengers,43
6,SAT,KEF,AA,Passengers,42
6,HYS,YWG,OO,Passengers,42
6,CVG,POS,GL,Passengers,0
6,MAF,CUU,MQ,Passengers,41
6,MRY,YYZ,AC,Passengers,0
6,BFI,YVR,14Q,Passengers,0
6,PBI,HAV,B6,Passengers,38
6,RDU,YYZ,KV,Passengers,38
6,FLL,NAS,2LQ,Passengers,0
6,FLL,ELH,2LQ,Passengers,0
6,CLE,YYZ,AC,Passengers,36
6,LRD,ZCL,MQ,Passengers,33
6,SJU,FDF,3SD,Passengers,33
6,FLL,BIM,2LQ,Passengers,0
6,PSM,WAW,37Q,Passengers,0
6,FSD,ODE,37Q,Passengers,0
6,OPF,LTN,IFQ,Passengers,0
6,FLL,SAQ,2LQ,Passengers,0
6,DLH,YYZ,OO,Passengers,27
6,STT,SBH,04Q,Passengers,25
6,BNA,NAS,LF,Passengers,0
6,BNA,YHM,LF,Passengers,0
6,OTH,YVR,14Q,Passengers,0
6,LNK,GGT,VJT,Passengers,0
6,LNK,GGT,27Q,Passengers,0
6,EWR,VLC,GEQ,Passengers,0
6,FRG,YYZ,13Q,Passengers,0
6,JNU,WAW,24Q,Passengers,0
6,SJU,EIS,04Q,Passengers,0
6,BNA,YYZ,KV,Passengers,20
6,TEB,YTZ,04Q,Passengers,0
6,PPG,APW,2OQ,Passengers,18
6,FLL,BS3,2LQ,Passengers,0
6,KTN,ZMT,I4,Passengers,0
6,FLL,FPO,2LQ,Passengers,0
6,FLL,TCB,2LQ,Passengers,0
6,LKE,ZNA,KAH,Passengers,0
6,TEB,NCE,VJT,Passengers,0
6,CPR,YQR,13Q,Passengers,0
6,FTY,KLU,GCQ,Passengers,0
6,SUA,TCB,2LQ,Passengers,0
6,HYA,YYZ,13Q,Passengers,0
6,PBI,BS3,2LQ,Passengers,0
6,MIA,BS3,2LQ,Passengers,0
6,EDF,GKE,IFQ,Passengers,0
6,ZZZ,SAQ,2LQ,Passengers,0
6,BGR,KIV,PP,Passengers,0
6,IAD,NCE,2KQ,Passengers,0
6,FOK,YYZ,13Q,Passengers,0
6,PAE,TLV,LY,Passengers,12
6,TEB,GRS,36Q,Passengers,0
6,TEB,JMK,27Q,Passengers,0
6,BOS,YUL,NLQ,Passengers,0
6,FPR,TCB,2LQ,Passengers,0
6,PWM,TLN,27Q,Passengers,0
6,ELP,CSL,27Q,Passengers,0
6,TEB,LTN,VJT,Passengers,0
6,MKE,DUB,3EQ,Passengers,0
6,TEB,CTA,VJT,Passengers,0
6,BGR,JMK,27Q,Passengers,0
6,SAF,GOA,VJT,Passengers,0
6,MIA,KIV,PP,Passengers,0
6,ROC,YUL,NLQ,Passengers,0
6,ZZZ,NAS,2LQ,Passengers,0
6,BED,AAR,VJT,Passengers,0
6,FTW,SNN,CRV,Passengers,0
6,BFI,CPH,VJT,Passengers,0
6,BFI,ATH,VJT,Passengers,0
6,HOU,NAS,3EQ,Passengers,0
6,OPF,MDE,VJT,Passengers,0
6,TTN,LBG,27Q,Passengers,0
6,HPN,YTZ,04Q,Passengers,0
6,SLC,YYC,27Q,Passengers,0
6,SRQ,FAB,VJT,Passengers,0
6,PBG,BTS,2AQ,Passengers,0
6,PBI,MHH,2LQ,Passengers,0
6,NUQ,SJD,3EQ,Passengers,0
6,CMH,IBZ,VJT,Passengers,0
6,TTN,AMS,27Q,Passengers,0
6,SBN,YYZ,13Q,Passengers,0
6,TEB,BDA,27Q,Passengers,0
6,HPN,LTN,VJT,Passengers,0
6,NUQ,HKG,VJT,Passengers,0
6,LGU,YUL,27Q,Passengers,0
6,LAS,YVR,14Q,Passengers,0
6,OAK,YVR,14Q,Passengers,0
6,FLL,TYM,2LQ,Passengers,0
6,LAX,YVR,VJT,Passengers,0
6,TEB,GOA,VJT,Passengers,0
6,TEB,FAB,VJT,Passengers,0
6,EWR,SXM,PP,Passengers,0
6,ZZZ,FPO,2LQ,Passengers,0
6,BFI,YCD,KAH,Passengers,0
6,IAD,MAD,GEQ,Passengers,0
6,ZZZ,ELH,2LQ,Passengers,0
6,SJU,SXM,04Q,Passengers,8
6,SAN,YVR,27Q,Passengers,0
6,MIA,LBG,VJT,Passengers,0
6,TEB,CIA,LF,Passengers,0
6,TTN,YYZ,13Q,Passengers,0
6,TEB,TLC,27Q,Passengers,0
6,DEC,YYZ,13Q,Passengers,0
6,LAX,YYJ,27Q,Passengers,0
6,LAX,VIE,VJT,Passengers,0
6,KEH,CXH,KAH,Passengers,8
6,BWI,MUC,VJT,Passengers,0
6,TEB,BCN,LF,Passengers,0
6,TEB,BDA,13Q,Passengers,0
6,MDW,HHN,KFQ,Passengers,0
6,MDW,BRU,KFQ,Passengers,0
6,FOK,IBZ,VJT,Passengers,0
